编号,价格,是否合租,面积,楼层,小区,区域,户型(室),户型(厅),户型(卫),地铁(号线),到地铁的距离
1627,1860,合,18,9,华景新城信华花园,华景路,4,1,1,11,950
1628,1650,合,10,23,美林海岸花园,科韵路,5,1,1,5,650
1629,1670,合,10,23,美林海岸花园,科韵路,5,1,1,5,650
1630,2120,合,13,8,德欣小区,石牌桥,3,1,1,3,400
1631,1870,合,11,6,星品,磨碟沙,4,1,1,-1,-1
1632,1700,合,13,12,智景花苑,车陂,4,1,1,4,500
1633,1420,合,9,3,景安花园,三溪,5,2,2,5,1650
1634,2770,合,23,6,天诚广场,华师,4,1,1,3,500
1635,1410,合,7,7,锦丽居一期,东晓南,4,1,1,2,300
1636,1700,合,9,10,顺华名庭,中大,4,1,1,8,600
1637,1800,合,21,3,美林湖畔花园,三溪,4,1,1,5,550
1638,1590,合,14,4,五仙花园,天平架,3,1,1,6,850
1639,1510,合,9,4,兴禺大厦,广州东站,4,1,1,1,650
1640,2320,合,18,11,华友大厦,杨箕,3,1,1,5,950
1641,1720,合,11,23,金碧花园第二金碧,石溪,3,1,1,-1,300
1642,1380,合,7,23,金碧花园第二金碧,石溪,3,1,1,-1,300
1643,1490,合,9,6,绿茵翠庭,客村,3,1,1,3,1100
1644,1630,合,12,6,绿茵翠庭,客村,3,1,1,3,1100
1645,1830,合,20,5,美林湖畔花园,三溪,4,1,1,5,550
1646,2010,合,21,17,罗马家园,沥滘,4,1,1,3,600
1647,1680,合,15,5,白云畔山花园,京溪南方医院,4,1,1,3,900
1648,2020,合,12,26,恒城大厦,体育西路,3,1,1,1,350
1649,2270,合,15,17,金迪大厦,杨箕,3,1,1,1,400
1650,1520,合,7,3,骏景花园1,车陂南,4,1,1,4,900
1651,1430,合,5,9,世港国际公寓,磨碟沙,4,1,1,8,600
1652,2260,合,15,4,远洋宿舍,体育西路,4,1,1,1,500
1653,1600,合,11,1,华景公安宿舍,华景路,3,1,1,11,150
1654,1250,合,7,5,金碧花园第一金碧,石溪,3,1,1,-1,400
1655,2200,合,22,8,云景花园云枫苑,京溪南方医院,4,1,1,3,550
1656,1650,合,10,8,金晖花苑,燕塘,4,1,1,3,700
1657,1400,合,8,9,好信广场,东晓南,3,1,1,-1,-1
1658,2120,合,20,12,东尚明苑,黄村（广州）,4,1,1,4,850
1659,2440,合,20,11,光大花园华榕苑,沙园,4,1,1,8,500
1660,1010,合,7,8,东方明珠花苑,白云文化广场,4,1,1,2,550
1661,2060,合,28,11,骏景花园1,车陂南,5,1,1,4,900
1662,2230,合,9,3,嘉裕丹顿阳光,猎德,4,1,1,5,650
1663,1960,合,7,8,新庆花园,猎德,6,1,2,5,950
1664,1900,合,20,6,逸景翠园,鹭江,4,1,1,8,1350
1665,1750,合,19,5,尚领时代,石溪,3,1,1,-1,550
1666,1780,合,11,15,骏景花园1,车陂南,4,1,1,4,900
1667,1620,合,10,15,东尚明苑,黄村（广州）,3,1,1,4,850
1668,1680,合,13,3,罗马家园,沥滘,5,1,2,3,600
1669,1370,合,12,4,旭景家园A区,黄村（广州）,3,1,1,4,800
1670,1680,合,12,3,南园居,琶洲,3,1,1,8,450
1671,1420,合,8,9,叠彩园金桦轩,鹭江,4,1,1,8,1050
1672,1480,合,7,19,鸿富大厦,江南西,4,1,1,2,350
1673,2440,合,22,17,金碧花园第三金碧,石溪,4,1,1,-1,300
1674,1690,合,10,17,金碧花园第三金碧,石溪,4,1,1,-1,300
1675,2040,合,19,3,茶山小区,五山,4,1,1,3,500
1676,1500,合,8,3,美林湖畔花园,三溪,4,1,1,5,550
1677,1620,合,10,8,农垦总局,广州东站,4,1,1,1,1250
1678,2080,合,11,7,紫荆小区海棠阁,广州东站,3,1,1,1,700
1679,1710,合,10,13,富力现代广场,凤凰新村,4,1,1,8,300
1680,1370,合,9,7,美林湖畔花园,三溪,4,1,1,5,550
1681,2100,合,13,7,紫荆小区,广州东站,4,1,1,1,650
1682,2090,合,15,5,东兴南小区,五羊邨,4,1,1,5,400
1683,1870,合,14,4,东晖花园朝阳居,天河公园,3,1,1,21,600
1684,1680,合,19,13,盈彩美居,三溪,3,1,1,5,1150
1685,1790,合,10,6,淘金路56号楼,淘金,4,1,1,5,200
1686,2010,合,13,21,春晖苑,广州东站,4,1,1,1,1000
1687,1810,合,17,2,金碧花园第三金碧,石溪,4,1,1,-1,300
1688,1140,合,9,5,怡港花园,裕丰围,4,1,1,13,600
1689,1070,合,7,2,东怡新区东雅园,番禺广场,4,1,1,3,700
1690,1440,合,8,44,星汇海珠湾,燕岗,5,1,1,11,400
1691,1420,合,8,12,金碧都市广场,石溪,4,1,1,-1,50
1692,1510,合,9,4,汇龙居,赤岗,3,1,1,8,850
1693,1610,合,17,31,侨基花园,市桥,4,1,1,3,650
1694,1630,合,10,11,美好居,车陂,4,1,1,4,200
1695,1580,合,9,8,水荫公安局宿舍,沙河顶,3,1,1,-1,-1
1696,1280,合,5,15,城市假日园,车陂,4,1,1,4,850
1697,2100,合,18,22,兰亭盛荟,东圃,4,1,1,5,650
1698,1470,合,9,6,逸景翠园,鹭江,4,1,1,8,1350
1699,1410,合,6,19,金碧花园第二金碧,石溪,3,1,1,-1,300
1700,1570,合,22,7,东尚明苑,黄村（广州）,4,1,1,4,850
1701,1710,合,12,16,美林湖畔花园,三溪,3,1,1,5,550
1702,2590,合,17,6,鸿运花园,客村,4,1,1,3,350
1703,2150,合,15,3,珠江帝景苑赏湖轩,广州塔,5,1,1,3,550
1704,1380,合,10,11,春江花园,棠东,4,1,1,4,650
1705,2570,合,20,7,美林海岸花园,科韵路,4,1,1,5,650
1706,1680,合,12,8,天成居,车陂南,3,1,1,4,50
1707,1400,合,14,3,景安花园,三溪,5,2,2,5,1650
1708,1590,合,10,1,骏景花园1,车陂南,4,1,1,4,900
1709,1640,合,7,10,金穗大厦,体育西路,5,1,1,1,700
1710,1570,合,9,32,金碧花园第三金碧,石溪,4,1,1,-1,300
1711,1740,合,11,19,骏景花园1,车陂南,4,1,1,4,900
1712,1430,合,13,7,车陂检察院宿舍,车陂,4,1,1,4,500
1713,1880,合,10,2,明月小区明月二路,五羊邨,4,1,1,5,400
1714,1890,合,10,17,东风广场,动物园,3,1,1,5,300
1715,1970,合,18,11,美好居,车陂,3,1,1,4,200
1716,2420,合,18,2,云裳丽影,同和,4,1,1,3,450
1717,1980,合,17,13,兰亭盛荟,东圃,4,1,1,5,650
1718,1600,合,11,1,骏景花园1,车陂南,4,1,1,4,900
1719,1860,合,10,16,华苑大厦,体育西路,4,1,1,1,600
1720,1680,合,8,16,华苑大厦,体育西路,4,1,1,1,600
1721,2280,合,7,31,保利心语花园,猎德,4,1,1,5,350
1722,3280,合,30,6,碧海湾,珠江新城,5,1,1,3,550
1723,1560,合,9,15,城市假日园,车陂,4,1,1,4,850
1724,1410,合,8,2,金碧花园第一金碧,石溪,3,1,1,-1,400
1725,1630,合,13,3,东晖花园朝阳居,天河公园,4,1,1,21,600
1726,1710,合,14,8,美林湖畔花园,三溪,4,1,1,5,550
1727,1150,合,9,4,富力新村,车陂,4,1,1,4,1000
1728,1990,合,14,11,骏景花园1,车陂南,5,1,1,4,900
1729,1750,合,16,3,棠德花苑,棠东,3,1,1,21,650
1730,1620,合,15,20,金碧花园第一金碧,石溪,4,1,1,-1,400
1731,1440,合,9,5,金碧花园第一金碧,石溪,3,1,1,-1,400
1732,1320,合,13,5,民航小区向云西街,飞翔公园,3,1,1,2,650
1733,1520,合,7,2,穗花新村,江南西,4,1,1,2,300
1734,1700,合,14,6,天韵阁,科韵路,3,1,1,5,400
1735,1680,合,8,4,六运小区,体育西路,4,1,1,-1,-1
1736,2330,合,15,5,富力天朗明居S区,车陂,4,1,1,4,350
1737,1270,合,12,11,中兴花园,三溪,5,1,1,5,1400
1738,1840,合,21,3,美景花苑,车陂,4,1,1,4,250
1739,1810,合,14,6,中海康城花园,黄村（广州）,3,1,1,4,450
1740,1390,合,10,2,星晖园,南洲,4,1,1,-1,-1
1741,1470,合,12,10,盈彩美居碧彩轩,三溪,3,1,1,5,1150
1742,1560,合,19,9,天河星作,天河智慧城,4,1,1,21,750
1743,2370,合,18,18,罗马家园,沥滘,4,1,1,3,600
1744,1520,合,8,4,广海花园二期,科韵路,4,1,1,5,950
1745,1840,合,9,21,海运宿舍,五羊邨,3,1,1,5,600
1746,2410,合,24,17,罗马家园,沥滘,4,1,1,3,600
1747,1780,合,9,10,翠湖山庄,天河公园,3,1,1,21,1000
1748,1500,合,9,18,金碧花园第三金碧,石溪,3,1,1,-1,300
1749,1590,合,17,3,东瀚园,番禺广场,4,1,1,3,850
1750,1160,合,10,3,吉祥北街,洛溪,4,1,1,2,200
1751,960,合,6,8,建兴大厦,市桥,4,1,1,-1,-1
1752,1930,合,8,15,银湖大厦,北京路,3,1,1,6,550
1753,1350,合,10,4,新城国际寓,石溪,4,1,1,-1,350
1754,2110,合,23,4,鸿富大厦,江南西,4,1,1,2,350
1755,2230,合,19,6,逸景翠园,鹭江,4,1,1,8,1350
1756,1390,合,10,7,东尚明苑,黄村（广州）,4,1,1,4,850
1757,1690,合,9,22,海珠半岛花园,中大,3,1,1,8,1300
1758,1880,合,11,9,喜洋居,天河公园,4,1,1,21,1050
1759,1940,合,15,5,逸景翠园,鹭江,5,1,1,8,1350
1760,1740,合,9,11,顺景雅苑,中大,4,1,1,8,400
1761,1430,合,7,1,嘉仕花园名仕阁,中大,4,1,1,8,950
1762,1670,合,13,4,穗发花园,中大,3,1,1,8,500
1763,1490,合,9,2,华乐苑(楼梯),鹭江,4,1,1,8,600
1764,2020,合,32,5,昌岗东电信大厦,晓港,4,1,1,8,100
1765,1650,合,11,8,东圃广场,黄村（广州）,4,1,1,4,1000
1766,1470,合,9,6,云景花园云桂苑,京溪南方医院,3,1,1,3,300
1767,1580,合,10,4,华乐苑(楼梯),鹭江,4,1,1,8,600
1768,2240,合,19,18,东翠花园,晓港,4,1,1,-1,-1
1769,2220,合,18,7,美林湖畔花园,三溪,4,1,1,5,550
1770,1570,合,10,2,珠江旭景熙苑,黄村（广州）,4,1,1,4,800
1771,1520,合,11,2,时代玫瑰园二期,黄边,4,1,1,2,400
1772,1700,合,18,6,财政局宿舍,科韵路,4,1,1,5,450
1773,1300,合,7,4,新城国际寓,石溪,4,1,1,-1,350
1774,1320,合,11,7,东尚明苑,黄村（广州）,4,1,1,4,850
1775,1750,合,8,5,愉景南苑,鹭江,4,1,1,8,350
1776,2040,合,18,3,中海康城花园,黄村（广州）,4,1,1,4,450
1777,1210,合,7,14,领汇国际公寓,三溪,4,1,1,5,900
1778,1620,合,8,26,金豪嘉苑,鹭江,4,1,1,8,650
1779,1230,合,8,16,东尚明苑,黄村（广州）,5,1,2,4,850
1780,1000,合,6,31,侨基花园,市桥,4,1,1,3,650
1781,2300,合,20,2,珠江熙苑,车陂,4,1,1,4,700
1782,1510,合,11,2,旭景家园C区,黄村（广州）,3,1,1,4,900
1783,1590,合,11,3,中海康城花园,黄村（广州）,4,1,1,4,450
1784,1640,合,11,3,中海康城花园,黄村（广州）,4,1,1,4,450
1785,1520,合,15,3,景安花园,三溪,5,2,2,5,1650
1786,1350,合,7,1,骏景花园1,车陂南,4,1,1,4,900
1787,1560,合,9,4,绿怡居花园,动物园,4,1,1,5,700
1788,1140,合,12,5,怡港花园,裕丰围,4,1,1,13,600
1789,1840,合,17,8,东尚明苑,黄村（广州）,3,1,1,4,850
1790,1630,合,7,24,瀚林水岸,中大,4,1,1,8,750
1791,2000,合,15,24,瀚林水岸,中大,4,1,1,8,750
1792,1440,合,8,18,罗马家园,沥滘,4,1,1,3,600
1793,2000,合,14,19,珠江帝景苑悦涛轩,广州塔,4,1,1,3,800
1794,1610,合,9,3,玫瑰园,江南西,4,1,1,2,450
1795,1300,合,8,23,锦丽居一期,东晓南,4,1,1,2,300
1796,1430,合,12,12,天雅居A区,黄村（广州）,4,1,1,4,900
1797,1370,合,8,4,福景居,客村,3,1,1,-1,-1
1798,1550,合,8,2,金碧花园第三金碧,石溪,4,1,1,-1,300
1799,1300,合,7,2,金碧花园第三金碧,石溪,4,1,1,-1,300
1800,1020,合,7,17,鸿成花园,市桥,4,1,1,3,550
1801,1710,合,14,3,穗花新村,江南西,4,1,1,2,300
1802,1850,合,14,3,罗马家园,沥滘,5,1,2,3,600
1803,1450,合,14,7,星群药业宿舍,南洲,3,1,1,2,50
1804,1370,合,8,30,金碧花园第三金碧,石溪,4,1,1,-1,300
1805,2140,合,26,11,康盈阁,飞翔公园,5,1,1,2,700
1806,1490,合,9,14,新月明珠花园,大石,5,1,1,3,250
1807,1970,合,29,2,逸景翠园,鹭江,4,1,1,8,1350
1808,1530,合,14,6,麓景东大院,小北,4,1,1,5,600
1809,2500,合,12,25,银汇华庭银汇大厦,华师,3,1,1,3,350
1810,2580,合,14,6,天盛大厦,天河南,3,1,1,-1,350
1811,2200,合,17,10,御华苑,岗顶,3,1,1,3,500
1812,1410,合,10,10,御华苑,岗顶,3,1,1,3,500
1813,1240,合,6,10,华景新城陶然庭园,华景路,4,1,1,11,900
1814,2840,合,30,2,珠江帝景苑倚泓轩,广州塔,5,1,1,3,850
1815,1390,合,7,6,恒福苑恒福西苑,黄花岗,4,1,1,6,750
1816,2790,合,16,17,东风广场,动物园,3,1,1,5,300
1817,1750,合,24,12,美景花苑,车陂,4,1,1,4,250
1818,1700,合,9,18,伟诚广场,天河公园,3,1,1,21,500
1819,1440,合,7,31,中旅侨苑,昌岗,3,1,1,8,500
1820,1290,合,12,3,云和花园,同和,3,1,1,3,500
1821,1560,合,8,12,时代新世界中心,天平架,4,1,1,6,700
1822,1300,合,14,7,民航小区康寿街,飞翔公园,3,1,1,2,1050
1823,1280,合,11,4,民航小区康寿街,飞翔公园,3,1,2,2,1050
1824,1430,合,9,2,骏景花园1,车陂南,4,1,1,4,900
1825,1170,合,11,8,集贤苑,嘉禾望岗,4,1,1,2,1100
1826,1380,合,12,5,侨乐新村,天平架,4,1,1,6,450
1827,1230,合,11,5,云映阁,飞翔公园,3,1,1,2,500
1828,1200,合,12,2,云泉居,黄边,4,1,1,2,600
1829,1230,合,9,15,金迪城市花园,飞翔公园,6,1,2,2,600
1830,1350,合,10,1,广信春兰花园,京溪南方医院,3,1,1,3,100
1831,1190,合,6,9,龙吟居,植物园,4,1,1,6,750
1832,1270,合,18,4,交安大楼,萧岗,5,1,2,2,900
1833,1330,合,11,16,盈彩美居,三溪,4,1,1,5,1150
1834,1470,合,11,6,橡树园,燕塘,3,1,1,3,900
1835,1730,合,18,4,四航局大院,沙河顶,4,1,1,6,650
1836,1480,合,10,9,龙吟居,植物园,4,1,1,6,750
1837,1050,合,8,22,今日丽舍,大石,4,1,1,3,750
1838,1760,合,21,6,小北路小区,小北,4,1,1,13,500
1839,1490,合,11,6,福泉楼,沙河顶,4,1,1,6,600
1840,1790,合,10,3,锦安苑,客村,4,1,1,3,350
1841,1100,合,12,2,儒苑小区,江夏,4,1,1,2,400
1842,1380,合,7,8,时代新世界中心,天平架,4,1,1,6,700
1843,1120,合,7,3,盈彩美居,三溪,4,1,1,5,1150
1844,1470,合,8,28,金碧湾,凤凰新村,4,1,1,8,500
1845,1410,合,12,5,省粮油宿舍,天平架,4,1,1,6,400
1846,1420,合,9,11,荟贤大厦,同福西,4,1,1,8,650
1847,1200,合,8,16,东尚明苑,黄村（广州）,5,1,2,4,850
1848,1400,合,11,2,阳华国花苑,棠东,4,1,1,4,1550
1849,1040,合,8,16,如意中心,洛溪,4,1,1,2,600
1850,1940,合,15,9,龙吟居,植物园,4,1,1,6,750
1851,1800,合,13,7,嘉汇华庭,江南西,4,1,1,2,500
1852,1610,合,10,11,顺景雅苑,中大,4,1,1,8,400
1853,1340,合,8,4,保利世纪绿洲一期,植物园,3,1,1,-1,-1
1854,1420,合,7,20,朗晴居二期,市二宫,4,1,1,-1,-1
1855,1470,合,12,12,梅滨大厦,梅花园,5,1,1,3,700
1856,1280,合,12,3,富和花园,同和,4,1,1,3,350
1857,1480,合,15,12,金迪城市花园,飞翔公园,3,1,1,2,600
1858,1160,合,14,4,云涛花园,同和,4,1,1,3,150
1859,1400,合,9,11,东晓花园,晓港,3,1,1,8,650
1860,1080,合,7,5,乐意居花苑,天河客运站,4,1,1,3,1250
1861,1150,合,8,4,云逸苑,白云文化广场,4,1,1,12,500
1862,1340,合,10,5,省粮油宿舍,天平架,4,1,1,6,400
1863,1320,合,11,3,盈彩美居,三溪,4,1,1,5,1150
1864,1630,合,9,6,南园居,琶洲,3,1,1,8,450
1865,1310,合,11,23,汇和大厦,江夏,3,1,1,2,250
1866,1460,合,12,2,阳华国花苑,棠东,4,1,1,4,1550
1867,1490,合,11,11,荟贤大厦,同福西,4,1,1,8,650
1868,1230,合,8,3,中意花苑,飞翔公园,6,1,2,2,650
1869,1300,合,10,3,五仙花园,天平架,4,1,1,6,850
1870,1740,合,10,24,泓景花园,赤岗,4,1,1,8,700
1871,1480,合,12,4,五星阁,燕塘,4,1,1,3,650
1872,1980,合,16,11,荟贤大厦,同福西,4,1,1,8,650
1873,1420,合,14,3,五仙花园,天平架,4,1,1,6,850
1874,1200,合,7,6,梅宾花园,梅花园,5,1,1,3,600
1875,1170,合,6,11,华景新城逸致居,华景路,4,1,1,11,800
1876,1580,合,12,26,天河峰景,天平架,4,1,1,6,150
1877,1410,合,7,20,元邦明月园,赤岗,4,1,1,8,650
1878,1380,合,10,6,云景花园云桂苑,京溪南方医院,4,1,1,3,300
1879,1640,合,13,5,云裳丽影,同和,4,1,1,3,450
1880,1730,合,16,3,中意花苑,飞翔公园,6,1,2,2,650
1881,1110,合,13,4,石化生活区,文冲,3,1,1,5,350
1882,1690,合,11,12,瑞华大厦,华师,3,1,1,3,250
1883,1570,合,7,6,鸿运花园,客村,4,1,1,3,350
1884,1600,合,14,4,云东小区,同和,3,1,1,3,150
1885,1370,合,14,4,云东小区,同和,3,1,1,3,150
1886,1080,合,9,8,今日丽舍,大石,4,1,1,3,750
1887,1380,合,14,5,百合苑A区,科韵路,4,1,1,5,700
1888,1530,合,11,4,四航局大院,沙河顶,4,1,1,6,650
1889,1340,合,9,4,金坤花园,燕塘,3,1,1,3,800
1890,1720,合,10,6,珠江西苑,广州东站,4,1,1,1,550
1891,1160,合,5,9,江南花园,沙园,3,1,1,8,700
1892,1290,合,12,7,天雅居C区,黄村（广州）,4,1,1,4,1100
1893,1410,合,18,4,东方花园3区,番禺广场,5,1,1,-1,-1
1894,1110,合,15,3,机关村小区,大沙地,4,1,1,5,500
1895,930,合,6,4,雅怡阁,车陂,4,1,1,4,900
1896,1830,合,8,20,天晟明苑,岗顶,3,1,1,3,750
1897,1320,合,9,26,江南花园,沙园,4,1,1,8,700
1898,1580,合,6,23,安骏大厦,潭村,4,1,1,5,700
1899,1200,合,8,8,盈彩美居,三溪,4,1,1,5,1150
1900,1590,合,13,5,世纪绿洲,植物园,4,1,1,-1,-1
1901,1270,合,6,14,兰亭盛荟,东圃,4,1,1,5,650
1902,1210,合,5,7,骏景花园1,车陂南,4,1,1,4,900
1903,1470,合,18,20,雅怡阁,车陂,4,1,1,4,900
1904,2100,合,10,16,南天广场,五羊邨,4,1,1,5,200
1905,1510,合,9,2,逸景翠园,鹭江,4,1,1,8,1350
1906,1020,合,11,3,荔园小区,大沙地,4,1,1,5,450
1907,1290,合,15,2,儒苑小区,江夏,4,1,1,2,400
1908,1270,合,8,5,百合苑A区,科韵路,4,1,1,5,700
1909,1550,合,8,28,时代新世界中心,天平架,5,1,2,6,700
1910,1280,合,9,31,天河广场,车陂,4,1,1,4,800
1911,1700,合,12,3,时尚明苑,车陂,3,1,1,4,100
1912,1450,合,11,11,阳华国花苑,棠东,4,1,1,4,1550
1913,1480,合,6,20,马赛国际公寓,潭村,5,1,1,5,900
1914,1540,合,15,21,天河广场,车陂,4,1,1,4,800
1915,1590,合,9,17,翠湖山庄,天河公园,4,1,1,21,1000
1916,1830,合,12,24,泓景花园,赤岗,4,1,1,8,700
1917,1960,合,12,3,广信晖景大厦,五羊邨,4,1,1,5,400
1918,1250,合,10,7,白云骏景,白云文化广场,4,1,1,2,750
1919,1620,合,6,10,帝景苑,岗顶,3,1,1,3,700
1920,920,合,8,5,石化生活区,文冲,3,1,1,5,350
1921,1650,合,21,11,荟贤大厦,同福西,4,1,1,8,650
1922,2160,合,13,19,骏汇大厦,体育西路,4,1,1,1,150
1923,1490,合,9,10,天鸿阁,燕塘,3,1,1,3,250
1924,1330,合,18,13,银都大厦,市桥,3,1,1,-1,-1
1925,1860,合,10,12,芳草园,华师,3,1,1,3,800
1926,1830,合,16,15,华标广场,华师,4,1,1,3,550
1927,1290,合,12,32,天河广场,车陂,4,1,1,4,800
1928,1370,合,10,12,金迪城市花园,飞翔公园,3,1,1,2,600
1929,1440,合,12,5,穗乐花园,天河公园,4,1,1,5,550
1930,1510,合,16,3,中意花苑,飞翔公园,6,1,2,2,650
1931,1170,合,8,8,侨诚花园秋月苑,东晓南,3,1,1,2,400
1932,1500,合,9,5,华翠苑,沙河顶,3,1,1,6,350
1933,2000,合,17,9,新陶苑,岗顶,4,1,1,3,750
1934,1510,合,10,30,云裳丽影,同和,4,1,1,3,450
1935,1720,合,8,14,深华大厦,五羊邨,3,1,1,5,50
1936,1670,合,13,15,置地广场,市二宫,3,1,1,2,250
1937,2010,合,13,4,文德先生,北京路,3,1,1,6,250
1938,2150,合,20,3,骏景花园1,车陂南,4,1,1,4,900
1939,1350,合,10,5,临江花园,员村,4,1,1,-1,-1
1940,2450,合,20,11,愉景雅苑,鹭江,4,1,1,8,500
1941,1990,合,18,14,旭景家园A区,黄村（广州）,5,1,1,4,800
1942,1110,合,11,4,交安大楼,萧岗,5,1,2,2,900
1943,1550,合,10,4,锦丽居二期,东晓南,4,1,1,2,350
1944,2020,合,14,11,金迪大厦,杨箕,4,1,1,1,400
1945,1330,合,21,10,滨江绿园绿海居,大石,4,1,1,3,950
1946,1870,合,11,3,云鹤园,动物园,4,1,1,5,200
1947,1950,合,11,7,丽园雅庭,客村,3,1,1,3,500
1948,2010,合,13,11,金迪大厦,杨箕,4,1,1,1,400
1949,1500,合,14,6,云景花园云桂苑,京溪南方医院,4,1,1,3,300
1950,1910,合,17,16,永福楼,沙河顶,4,1,1,6,600
1951,1190,合,10,2,滨江绿园绿叶居,大石,4,1,1,-1,-1
1952,1260,合,10,7,白云骏景,白云文化广场,4,1,1,2,750
1953,950,合,7,4,港湾三村,大沙地,3,1,1,5,150
1954,1130,合,9,5,富力新村,车陂,3,1,1,4,1000
1955,1670,合,13,23,坚真花园,大塘,4,1,1,3,650
1956,1980,合,16,6,云景花园云桂苑,京溪南方医院,4,1,1,3,300
1957,1430,合,14,5,美景花苑,车陂,3,1,1,4,250
1958,1270,合,9,8,盈彩美居,三溪,3,1,1,5,1150
1959,1420,合,7,3,骏景花园1,车陂南,4,1,1,4,900
1960,1840,合,14,13,金碧花园第一金碧,石溪,4,1,1,-1,400
1961,1150,合,9,5,云映阁,飞翔公园,3,1,1,2,500
1962,1170,合,10,10,滨江绿园绿海居,大石,4,1,1,3,950
1963,1470,合,7,9,翠湖山庄,天河公园,4,1,1,21,1000
1964,1840,合,16,5,员村公安宿舍,科韵路,3,1,1,5,550
1965,1470,合,8,5,华翠苑,沙河顶,3,1,1,6,350
1966,2080,合,10,14,嘉宝华庭,石牌桥,3,1,1,3,350
1967,2150,合,13,30,马赛国际公寓,潭村,3,1,1,5,900
1968,1510,合,10,5,绿茵翠庭,客村,3,1,1,3,1100
1969,1040,合,13,1,银丰花园,大沙东,4,1,1,5,400
1970,1500,合,7,22,天立俊园,鹭江,4,1,1,3,950
1971,2490,合,18,26,中海名都,市二宫,4,1,1,2,750
1972,1150,合,12,5,石化生活区,文冲,3,1,1,5,350
1973,1340,合,8,4,东和花苑,员村,4,1,1,-1,-1
1974,1270,合,16,12,梅滨大厦,梅花园,5,1,1,3,700
1975,1060,合,8,7,儒苑小区,江夏,4,1,1,2,400
1976,1050,合,8,3,吉祥道小区,洛溪,5,1,1,2,400
1977,2100,合,18,24,泓景花园,赤岗,4,1,1,8,700
1978,1870,合,10,28,泰康城广场,海珠广场,3,1,1,2,250
1979,1170,合,9,4,民航小区康寿街,飞翔公园,3,1,2,2,1050
1980,1690,合,12,14,金昌大厦,昌岗,4,1,1,8,450
1981,3250,合,14,17,丽晶华庭银莱阁,珠江新城,4,1,1,3,500
1982,1930,合,17,8,南兴花园楼梯区,天河客运站,4,1,1,3,950
1983,1550,合,20,11,白云尚城,江夏,4,1,1,2,200
1984,1610,合,9,11,富景花园,中大,3,1,1,8,350
1985,2120,合,17,8,翠城花园,宝岗大道,3,1,1,8,350
1986,2450,合,21,31,时代新世界中心,天平架,4,1,1,6,700
1987,1740,合,13,29,兰亭盛荟,东圃,3,1,1,5,650
1988,1650,合,8,2,电子七所(电梯),客村,4,1,1,3,200
1989,1680,合,11,4,四航局大院,沙河顶,4,1,1,6,650
1990,1280,合,6,16,兰亭盛荟,东圃,4,1,1,5,650
1991,1180,合,13,3,金逸雅居,裕丰围,4,1,1,13,200
1992,1420,合,11,16,盈彩美居,三溪,4,1,1,5,1150
1993,1250,合,8,17,金碧雅苑,黄边,3,1,1,2,450
1994,1050,合,7,4,金碧雅苑,黄边,4,1,1,2,450
1995,1230,合,10,15,金迪城市花园,飞翔公园,6,1,2,2,600
1996,1460,合,17,1,广信春兰花园,京溪南方医院,3,1,1,3,100
1997,3350,合,26,25,跑马地花园,潭村,5,1,1,5,800
1998,1650,合,19,9,永福西约,黄花岗,4,1,1,6,450
1999,1820,合,8,8,华龙大厦,石牌桥,4,1,1,3,50
2000,1460,合,10,8,东圃法院宿舍小区,东圃,4,1,1,5,700
